"gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster"
"KBTBD6",3.36852763882075e-07,0.370257464891902,0.611,0.14,0.00353628031523403,"6"
"SSBP3",3.39359482740087e-07,0.413141304785916,0.944,0.325,0.00356259584980544,"6"
"GRB10",3.40694884535758e-07,0.463932380257787,0.667,0.171,0.00357661489785639,"6"
"MED11",3.45559274696337e-07,0.501659772615096,0.889,0.272,0.00362768126576215,"6"
"LOC283335",3.57749191047437e-07,0.408298216719963,0.556,0.12,0.00375565100761599,"6"
"DBNDD1",3.57879179800722e-07,0.418861117336307,0.944,0.303,0.00375701562954798,"6"
"RPS3AP21",3.7497867750095e-07,0.258239308603071,0.5,0.109,0.00393652615640498,"6"
"FECH",3.75231986985554e-07,0.419448896669351,0.778,0.221,0.00393918539937435,"6"
"RCL1",3.75322874401319e-07,0.483470613104054,0.833,0.252,0.00394013953546505,"6"
"TSKU",3.75790553181298e-07,0.467156408979145,0.778,0.235,0.00394504922729726,"6"
"TFF1",3.8892271600796e-07,0.69770473403276,0.833,0.283,0.00408291067265156,"6"
"CYP2R1",3.89979157434122e-07,0.493343611818204,0.722,0.193,0.00409400119474341,"6"
"LGALS3",3.92535881789032e-07,-1.05487051474832,0,0.695,0.00412084168702126,"6"
"SETD4",3.92836722396749e-07,0.402184859783823,0.722,0.188,0.00412399991172107,"6"
"ABHD17C",3.93319862951421e-07,0.485665750227275,0.889,0.3,0.00412907192126402,"6"
"ZSWIM7",3.95485349925636e-07,0.553427081090336,0.833,0.28,0.00415180520351933,"6"
"SAP18",3.99983420921117e-07,-0.258650197714015,1,0.966,0.00419902595282988,"6"
"PPP1R14B-AS1",4.01361167215534e-07,0.481527827320322,0.722,0.19,0.00421348953342867,"6"
"POLR3B",4.13862070174351e-07,0.357070858050095,0.5,0.098,0.00434472401269034,"6"
"SRSF3",4.19318571080419e-07,-0.298683614866963,1,0.989,0.00440200635920224,"6"
"UBB",4.19324901506393e-07,-0.284804869491082,1,1,0.00440207281601411,"6"
"SBDSP1",4.29209642869145e-07,0.529125333849335,1,0.389,0.00450584283084028,"6"
"ZNF616",4.30636164092217e-07,0.428105299736519,0.5,0.104,0.0045208184506401,"6"
"ZBTB25",4.46382010107379e-07,0.411217539476754,0.778,0.207,0.00468611834210726,"6"
"HID1",4.5302130626987e-07,0.410382619261878,0.944,0.319,0.00475581767322109,"6"
"OST4",4.87726276467972e-07,-0.260497194774829,1,0.966,0.00512015045036077,"6"
"ALS2",4.90889589382138e-07,0.481530325285444,0.778,0.261,0.00515335890933369,"6"
"SMIM4",4.96160752537237e-07,0.5313287323059,1,0.429,0.00520869558013591,"6"
"TTLL12",5.05820286970867e-07,0.351951084443084,0.778,0.216,0.00531010137262016,"6"
"CPE",5.0900608922137e-07,0.520951133756045,1,0.384,0.00534354592464594,"6"
"TCAIM",5.16022687155698e-07,0.515557899178072,0.778,0.235,0.00541720616976052,"6"
"SRM",5.24439178338629e-07,0.440387070815917,0.889,0.28,0.00550556249419893,"6"
"SMAD1",5.27355663372092e-07,0.489433380638481,0.833,0.263,0.00553617975408022,"6"
"ATP6",5.41647071257335e-07,-0.327784630130644,1,1,0.0056862109540595,"6"
"SGCB",5.45910194286435e-07,0.466331877558616,0.722,0.202,0.00573096521961899,"6"
"PODXL",5.53725249133709e-07,0.343963940012009,0.611,0.146,0.00581300766540568,"6"
"CYB561D2",5.55062268813664e-07,0.512038984067081,0.778,0.252,0.00582704369800585,"6"
"SFXN3",6.04653757851221e-07,0.382637157326916,0.611,0.148,0.00634765514992212,"6"
"PXK",6.14403493910082e-07,0.36871171837464,0.778,0.199,0.00645000787906805,"6"
"CCNL1",6.22085571862909e-07,-0.425223960608336,1,0.975,0.00653065433341681,"6"
"FGF13",6.29337957396532e-07,0.447286527603413,0.778,0.21,0.00660678987674879,"6"
"SLC5A2",6.50409471670802e-07,0.385894156948386,0.833,0.238,0.00682799863360008,"6"
"FAM102B",6.65318495489714e-07,0.41727664736971,0.833,0.232,0.00698451356565102,"6"
"TOB1",6.65889215450739e-07,-0.304816529511577,1,0.952,0.00699050498380186,"6"
"MICALCL",6.82401208864779e-07,0.441388639194677,0.722,0.199,0.00716384789066245,"6"
"ZNF623",6.82401208864779e-07,0.295134905673137,0.778,0.196,0.00716384789066245,"6"
"LOC100506302",7.05845465120097e-07,0.37759269622274,0.444,0.078,0.00740996569283078,"6"
"STN1",7.19274076019432e-07,0.469301466658303,0.778,0.238,0.007550939250052,"6"
"ZNF780A",7.23453827616012e-07,0.419467426772213,0.556,0.123,0.00759481828231289,"6"
"NDUFB2-AS1",7.40774273092864e-07,0.438018025626814,0.556,0.12,0.00777664831892888,"6"
"NUDT12",7.76770491272729e-07,0.340169126558032,0.667,0.157,0.00815453661738111,"6"
"HLA-DRA",8.11085210709442e-07,-1.39085726222973,0.056,0.695,0.00851477254202772,"6"
"ABHD10",8.12140461645743e-07,0.46422381025012,0.889,0.283,0.00852585056635701,"6"
"AK9",8.21767274389349e-07,0.499873835247519,0.722,0.221,0.00862691284653938,"6"
"PLS3",8.28084181248064e-07,0.454935624591318,0.778,0.213,0.00869322773474218,"6"
"ARFRP1",8.3006671812971e-07,0.320102080143495,0.611,0.14,0.00871404040692569,"6"
"VPS50",8.56555830109074e-07,0.477509437149034,0.722,0.21,0.00899212310448506,"6"
"CD99",8.87912459996294e-07,-0.631691545309844,0.556,0.877,0.00932130500504109,"6"
"GPR22",9.04021503436128e-07,0.531993159723818,0.944,0.308,0.00949041774307247,"6"
"RAB11B-AS1",9.06954902836722e-07,0.358286490685402,0.611,0.14,0.00952121256997991,"6"
"HNRNPL",9.28590079353729e-07,-0.281408431684588,1,0.997,0.00974833865305544,"6"
"SEPTIN10",9.51146141328215e-07,0.502173375282469,0.944,0.378,0.0099851321916636,"6"
"TST",1.00487526695957e-06,0.464428421741491,0.611,0.162,0.0105491805525416,"6"
"LRRC8D",1.00829207604105e-06,0.286968521342168,0.611,0.14,0.0105850502142789,"6"
"RWDD2B",1.01355708635572e-06,0.542131883546184,0.889,0.311,0.0106403222925624,"6"
"TMEM69",1.01735194629212e-06,0.497945166865243,0.833,0.28,0.0106801607321747,"6"
"SCYL3",1.02793516048055e-06,0.482518210877185,0.833,0.289,0.0107912633147248,"6"
"ZDHHC2",1.04475604342702e-06,0.2567226250631,0.833,0.204,0.0109678489438969,"6"
"LARS2",1.05782703678352e-06,0.271843556125468,0.5,0.101,0.0111050682321534,"6"
"HARS1",1.07101957834269e-06,0.542111373232551,0.889,0.339,0.0112435635334416,"6"
"REX1BD",1.0904236581854e-06,0.41420558877781,0.778,0.23,0.0114472675636304,"6"
"LINC01006",1.0953360259481e-06,0.484713621983869,0.611,0.154,0.0114988376004032,"6"
"CAMLG",1.10820048837957e-06,0.489782158039859,1,0.423,0.0116338887270087,"6"
"ZNF385A",1.11026787208712e-06,0.258962804993946,0.778,0.207,0.0116555921211706,"6"
"IGF1R",1.12186604696986e-06,0.495870072500232,1,0.37,0.0117773497610896,"6"
"ZNF66",1.12440645480754e-06,0.434222160708827,0.556,0.129,0.0118040189625696,"6"
"ALDH3A2",1.15809914271866e-06,0.504824679604022,0.944,0.361,0.0121577248002605,"6"
"CNN3",1.17992734288391e-06,-1.00094476045906,0.111,0.7,0.0123868772455953,"6"
"FAM83H",1.20143539545879e-06,0.341012158001566,0.833,0.269,0.0126126687815264,"6"
"DDX5",1.2042227567027e-06,-0.312171985143256,1,0.992,0.0126419304998649,"6"
"TMEM106B",1.22859063649462e-06,0.510052095520327,0.944,0.445,0.0128977445019205,"6"
"LRSAM1",1.24101114962564e-06,0.322832542347266,0.5,0.101,0.01302813504877,"6"
"DNAAF5",1.28803489985685e-06,0.446460140393822,0.833,0.269,0.0135217903786972,"6"
"HMGB1P5",1.30219143185629e-06,-0.298057984975947,1,0.966,0.0136704056516273,"6"
"AAMP",1.30285366100197e-06,0.448657793463456,1,0.451,0.0136773577331987,"6"
"ASB13",1.31157551684513e-06,0.268675737130659,0.611,0.14,0.0137689197758402,"6"
"ACSL1",1.31880712174084e-06,0.507325065593579,0.944,0.364,0.0138448371640353,"6"
"POMZP3",1.3213037672056e-06,0.354500087542908,0.444,0.084,0.0138710469481244,"6"
"NSD3",1.33594628043112e-06,-0.590848412649531,0.778,0.888,0.0140247640519659,"6"
"CRYBG3",1.33753277940773e-06,0.349350612202535,0.722,0.196,0.0140414191182223,"6"
"IGFBP5",1.36548252344528e-06,0.51951741402948,0.722,0.227,0.0143348355311286,"6"
"HSP90B1",1.40879887261963e-06,-0.271304352162354,1,0.98,0.0147895705647609,"6"
"MAGED1",1.42007667326414e-06,-0.972377773334351,0,0.655,0.0149079649159269,"6"
"MINPP1",1.43625066525206e-06,0.313984718856926,0.556,0.123,0.0150777594838161,"6"
"FOSB",1.44102830976933e-06,-0.942321644047135,0.111,0.742,0.0151279151959585,"6"
"INSIG2",1.44304039915522e-06,0.49232024796207,0.889,0.308,0.0151490381103315,"6"
"FAU",1.47326074507294e-06,-0.25018318861685,1,0.989,0.0154662913017757,"6"
"CYTB",1.48981088991982e-06,-0.31048716223224,1,1,0.0156400347223783,"6"
"HOXC11",1.52540062016906e-06,0.31447833732895,0.556,0.134,0.0160136557105348,"6"
"NDST1",1.55653847553865e-06,0.321517186688873,0.556,0.132,0.0163405409162048,"6"
"HGH1",1.60855713226923e-06,0.386095174264477,0.556,0.134,0.0168866327745624,"6"
"PALLD",1.6154168289544e-06,0.527953566046694,0.944,0.395,0.0169586458703632,"6"
"C19orf33",1.64808565345907e-06,0.494331448375682,1,0.412,0.0173016031900134,"6"
"ABCA5",1.67499698779284e-06,0.393609510754295,0.722,0.204,0.0175841183778492,"6"
"CMTM4",1.73309252519879e-06,0.408429110039245,0.778,0.249,0.0181940053295369,"6"
"TUT1",1.74252552684328e-06,0.277499262641962,0.444,0.084,0.0182930329808008,"6"
"COBL",1.75567659678289e-06,0.396640423706105,1,0.373,0.0184310929130268,"6"
"GSTM3",1.76938821547023e-06,0.548547651970522,1,0.356,0.0185750374860064,"6"
"TMEM251",1.79450850959437e-06,0.493628203471692,0.889,0.305,0.0188387503337217,"6"
"TRA2A",1.79964715801895e-06,-0.256610867176831,1,0.997,0.0188926958648829,"6"
"RPSAP12",1.94388397792173e-06,0.319304463322499,0.944,0.482,0.0204068940002223,"6"
"ECSIT",1.96282284731318e-06,0.314196768620022,0.556,0.126,0.0206057142510938,"6"
"BCL2L13",1.97720648787758e-06,0.454598788526149,0.944,0.367,0.0207567137097388,"6"
"H1-0",2.01631201637317e-06,0.447311782163161,0.944,0.409,0.0211672435478855,"6"
"CHST15",2.09478267232005e-06,0.323311325541979,0.722,0.193,0.0219910284940159,"6"
"ALCAM",2.12026704949108e-06,0.507387186112333,1,0.515,0.0222585634855573,"6"
"MYADM",2.15031115876097e-06,-0.701656313196203,0.444,0.815,0.0225739665446727,"6"
"ATP5F1D",2.15164768771353e-06,0.433633034143096,0.944,0.401,0.0225879974256166,"6"
"HGD",2.19770751721609e-06,0.575313179845795,0.667,0.204,0.0230715335157345,"6"
"VPS4A",2.41827558152364e-06,0.433297535716087,0.833,0.291,0.0253870570548352,"6"
"NDRG3",2.47331227480758e-06,0.465200261014738,0.889,0.308,0.02596483226093,"6"
"MFSD6",2.47392542052829e-06,0.481252952004968,0.889,0.37,0.025971269064706,"6"
"C5orf24",2.47464792363687e-06,0.443668441178007,0.833,0.305,0.0259788539023399,"6"
"PIGH",2.52092180523336e-06,0.427820248421773,0.778,0.241,0.0264646371113398,"6"
"SLC25A43",2.60971659066556e-06,0.340094948130769,0.5,0.112,0.0273968047688071,"6"
"XPOT",2.62061817884992e-06,0.469798914140013,0.944,0.451,0.0275112496415664,"6"
"REPIN1",2.63686181952886e-06,0.421943042856232,1,0.417,0.027681775381414,"6"
"AKTIP",2.66400851168906e-06,0.481821798580461,0.944,0.364,0.0279667613557118,"6"
"AIMP2",2.7700647422972e-06,0.491229194348387,1,0.429,0.029080139664636,"6"
"NSMCE4A",2.77376441542993e-06,0.461722186311944,0.889,0.331,0.0291189788331834,"6"
"HMBS",2.79729252212373e-06,0.483527248561552,0.722,0.221,0.0293659768972549,"6"
"FLJ37453",2.79960985436257e-06,0.311870084855915,0.611,0.168,0.0293903042510982,"6"
"CAPZA1",2.82193046484113e-06,-0.274158009023059,1,0.975,0.0296246260199022,"6"
"RBM39",2.85323091409616e-06,-0.271597818447472,1,1,0.0299532181361815,"6"
"C9orf116",2.89665930832744e-06,0.369932112092071,0.556,0.129,0.0304091294188215,"6"
"DDX3X",2.89999710843368e-06,-0.402714679810027,0.944,0.986,0.0304441696443367,"6"
"B4GALT1",2.94763212509262e-06,-0.321985961536791,1,0.983,0.0309442420492223,"6"
"STAT2",2.96121805570288e-06,-0.585514460231173,0.667,0.896,0.0310868671487688,"6"
"PRR15L",2.96796207851637e-06,0.42611865441702,0.611,0.162,0.0311576659002648,"6"
"GTF2F2",2.98837072848287e-06,0.481554712434158,1,0.462,0.0313719159076132,"6"
"ZADH2",3.02691759562372e-06,0.337251818831958,0.722,0.202,0.0317765809188578,"6"
"CDIP1",3.02861765506773e-06,0.361064858626894,0.611,0.154,0.0317944281429011,"6"
"HPN",3.0500064307203e-06,0.337236838591811,0.722,0.207,0.0320189675097017,"6"
"TRA2B",3.09250855776287e-06,-0.483643082159878,0.944,0.958,0.0324651548393946,"6"
"CYHR1",3.09672661509373e-06,0.37190320505624,0.889,0.286,0.032509436005254,"6"
"DDX49",3.12638908824648e-06,0.401210246132348,0.944,0.325,0.0328208326484115,"6"
"DYM",3.16596294274619e-06,0.422019594980709,0.778,0.263,0.0332362789729495,"6"
"DHRS4L2",3.18032297884505e-06,0.312661538715884,0.833,0.252,0.0333870306319153,"6"
"PYCR1",3.22820516691141e-06,0.445493884086075,0.889,0.305,0.033889697842236,"6"
"TMSB4X",3.32025665818079e-06,-0.365491170292616,1,0.975,0.0348560543975819,"6"
"ZNF639",3.38005988391972e-06,0.443266911573509,0.778,0.249,0.0354838686613892,"6"
"P4HTM",3.39829561482745e-06,0.374613278871106,0.778,0.246,0.0356753073644586,"6"
"ANP32E",3.52672518455557e-06,-0.717747187813725,0.5,0.843,0.0370235609874644,"6"
"IMP3",3.5848477652161e-06,0.47249151015694,0.833,0.35,0.0376337318392386,"6"
"BCAT2",3.65501816394019e-06,0.450173829836514,0.778,0.275,0.0383703806850441,"6"
"RASSF6",3.68935024782739e-06,0.467305621945895,0.556,0.146,0.038730798901692,"6"
"KRT80",3.697597359252e-06,0.322125110191544,0.556,0.129,0.0388173770774275,"6"
"MTND2P28",3.69878882891536e-06,-0.337696227122369,0.944,0.994,0.0388298851259534,"6"
"CDK5",3.73619121060804e-06,0.394262208302846,0.722,0.218,0.0392225353289632,"6"
"HLA-C",3.76820157011345e-06,-0.543606487902446,0.889,0.938,0.039558580083051,"6"
"STAU2",3.81208121492548e-06,0.462294244760152,1,0.51,0.0400192285942877,"6"
"WDR18",3.92328254498001e-06,0.360194862390588,0.556,0.137,0.0411866201572001,"6"
"EGLN2",4.03408164825923e-06,0.51222028197908,0.833,0.311,0.0423497891434253,"6"
"NOA1",4.06133733689343e-06,0.253801678666732,0.667,0.176,0.0426359193627072,"6"
"MKRN2",4.10972572579808e-06,0.423199820211189,0.667,0.19,0.0431439006694283,"6"
"COX7A2",4.11790908172961e-06,-0.250544972198007,1,0.994,0.0432298095399974,"6"
"UBC",4.20702889034456e-06,-0.253578953303497,1,1,0.0441653892908372,"6"
"RRAS2",4.28604018634276e-06,0.361152500309544,0.667,0.179,0.0449948498762263,"6"
"JUND",4.29796826683821e-06,-0.296362164554211,1,0.992,0.0451200708652675,"6"
"SLC39A14",4.3043893718431e-06,0.307950383357822,0.611,0.16,0.0451874796256089,"6"
"NPRL2",4.311268777092e-06,0.454380781527914,0.833,0.269,0.0452596996219118,"6"
"MRM2",4.48563622426674e-06,0.480067324425761,0.833,0.303,0.0470902090823522,"6"
"GCSH",4.53705837112006e-06,0.381972866260414,0.944,0.314,0.0476300387800183,"6"
"RHBDD1",4.54779925531496e-06,0.330406374395363,0.722,0.199,0.0477427965822964,"6"
"ARMC6",4.55929247166483e-06,0.410262998761269,0.667,0.199,0.0478634523675374,"6"
"MTARC2",4.58365056129036e-06,0.259590596261526,0.444,0.087,0.0481191635924262,"6"
"TMEM258",4.62375354124874e-06,-0.269747636214527,1,0.944,0.0485401646760293,"6"
"CD74",4.69082432310407e-06,-1.20756877080629,0.389,0.762,0.0492442737439465,"6"
"ZSCAN29",4.89960984370168e-06,0.343366259191899,0.611,0.165,0.0514361041391802,"6"
"DUSP3",4.92520147291416e-06,0.440154461183661,0.944,0.378,0.0517047650626528,"6"
"FAM168B",4.96018901107621e-06,0.365342363920057,0.833,0.291,0.052072064238278,"6"
"RAI14",5.02907019844453e-06,0.365190188433993,0.833,0.255,0.0527951789432707,"6"
"INAFM2",5.1483399449141e-06,0.382057172414876,0.5,0.115,0.0540472727417082,"6"
"STX10",5.18517182441996e-06,0.389805117481759,0.778,0.252,0.0544339338127607,"6"
"VPS26C",5.28220427269584e-06,0.444256187697338,0.944,0.359,0.0554525804547609,"6"
"POC5",5.34435422499198e-06,0.329396883260165,0.667,0.176,0.0561050306539658,"6"
"ZFAND1",5.35068454005056e-06,0.47394747180534,1,0.566,0.0561714863014507,"6"
"COX2",5.43133023774952e-06,-0.299025106582708,1,1,0.0570181048358944,"6"
"C8orf82",5.46952899487666e-06,0.340078333538385,0.444,0.098,0.0574191153882152,"6"
"SIAH2",5.47607158691029e-06,0.453021243972684,0.833,0.319,0.0574877995193842,"6"
"EXOSC2",5.51103630920569e-06,0.409013373812291,0.778,0.244,0.0578548591740414,"6"
"ESR1",5.6097859461487e-06,0.392327010763334,0.833,0.252,0.058891532862669,"6"
"RCHY1",5.639774496348e-06,0.463166838187744,0.944,0.398,0.0592063526626613,"6"
"DMAC2",5.69320114468774e-06,0.513063363039232,0.722,0.244,0.0597672256169319,"6"
"SCAF11",5.82984607645942e-06,-0.51302455109756,0.722,0.944,0.061201724110671,"6"
"KIF9",5.84546668496097e-06,0.485849843539885,0.889,0.367,0.0613657092587202,"6"
"RPL41",5.84838382226162e-06,-0.258291388741501,1,1,0.0613963333661025,"6"
"DRG2",5.92682410267449e-06,0.371072876763852,0.889,0.286,0.0622197994298768,"6"
"FUS",5.92964349455929e-06,-0.413553947838265,0.944,0.91,0.0622493974058834,"6"
"CGNL1",5.97605557399358e-06,0.325156856982095,0.778,0.249,0.0627366314157846,"6"
"AMPD2",6.17053576132651e-06,0.349729765815903,0.556,0.137,0.0647782844224057,"6"
"ZNF252P",6.23025771137959e-06,0.474643282951071,0.944,0.395,0.0654052454540629,"6"
"SLC39A1",6.2701382860445e-06,0.405396762476572,0.778,0.272,0.0658239117268951,"6"
"DCAF4",6.48684809522245e-06,0.314743553807212,0.611,0.16,0.0680989313036453,"6"
"DTD2",6.58301849602921e-06,0.334808727597366,0.611,0.165,0.0691085281713147,"6"
"HTD2",6.68444599528352e-06,0.398893352592863,0.667,0.185,0.0701733140584864,"6"
"SRSF11",6.70378998433401e-06,-0.298806884838312,1,0.969,0.0703763872555385,"6"
"ZNF562",6.70462856638838e-06,0.42802345183006,0.944,0.347,0.0703851906899452,"6"
"RPS27",6.77626378436816e-06,-0.273326282509917,1,1,0.071137217208297,"6"
"MAML3",6.81274617715375e-06,0.279856849619693,0.5,0.118,0.07152020936776,"6"
"TOP1MT",6.81975616922887e-06,0.39294607866433,0.722,0.221,0.0715938002645646,"6"
"MTATP6P1",6.84767163272386e-06,-0.29878675909433,1,0.997,0.0718868568003351,"6"
"SAYSD1",6.85552970875212e-06,0.311830640691198,0.722,0.218,0.0719693508824797,"6"
"TIGAR",6.86417215159103e-06,0.450113096186761,0.722,0.23,0.0720600792474026,"6"
"BACE1",6.96217086284944e-06,0.311257396978576,0.611,0.174,0.0730888697181934,"6"
"ZNF511",7.03977300910869e-06,0.47323043319637,0.778,0.263,0.073903537049623,"6"
"RABEPK",7.04199007940705e-06,0.295826433391629,0.889,0.269,0.0739268118536152,"6"
"HMGCL",7.06929982551515e-06,0.377482154536512,0.778,0.246,0.0742135095682581,"6"
"FAM102A",7.18195182635927e-06,0.354160404461603,0.944,0.342,0.0753961302731196,"6"
"HDDC3",7.35786661584655e-06,0.416351627601579,0.778,0.241,0.0772428837331571,"6"
"UBE2D4",7.38202456338577e-06,0.450692562925044,0.944,0.347,0.0774964938664238,"6"
"TCAF1",7.44053180522804e-06,0.425210797184037,0.944,0.42,0.078110702891284,"6"
"WWC1",7.58355158941217e-06,0.330658186816591,0.889,0.311,0.079612124585649,"6"
"MINCR",7.62100281012539e-06,0.494208560902882,0.778,0.286,0.0800052875006964,"6"
"APEH",7.62966545874465e-06,0.437588579892247,0.944,0.387,0.0800962279859014,"6"
"TMEM191A",7.77033846635041e-06,0.273644161173638,0.556,0.134,0.0815730132197466,"6"
"PDE4D",7.93692320122469e-06,0.357692631314654,0.944,0.325,0.0833218197664568,"6"
"LINC01372",8.04922335559461e-06,0.422130766203021,0.889,0.308,0.0845007467870322,"6"
"YARS1",8.31488128611346e-06,0.453651648379457,1,0.471,0.0872896237416191,"6"
"CEPT1",8.3409073060729e-06,0.350852879481779,0.833,0.261,0.0875628448991533,"6"
"MYC",8.49115955428838e-06,0.490008799938836,1,0.541,0.0891401930009194,"6"
"GSTZ1",8.69718052007227e-06,0.264829744008462,0.611,0.154,0.0913030010997187,"6"
"FZD6",8.97724680764235e-06,0.399990262327271,0.833,0.319,0.0942431369866294,"6"
"VPS13B-DT",9.14137622295832e-06,0.384836465577194,0.556,0.14,0.0959661675886165,"6"
"FOCAD",9.26860407047707e-06,0.306484516460954,0.611,0.16,0.0973018055318682,"6"
"BORCS5",9.69986746427881e-06,0.426372361497855,0.556,0.157,0.101829208639999,"6"
"WDR3",9.71426876183581e-06,0.433363854640002,0.833,0.289,0.101980393461752,"6"
"IMPA1",9.71971388863868e-06,0.433506605425487,0.833,0.322,0.102037556402929,"6"
"SPRYD3",9.73582177710164e-06,0.389724992951908,0.778,0.261,0.102206657016013,"6"
"SNX18",9.74269912249678e-06,0.361765336329711,0.667,0.202,0.102278855387971,"6"
"ERI2",9.89052813527128e-06,0.361922624241899,0.722,0.221,0.103830764364078,"6"
"AP1M2",1.00103662802257e-05,0.487216815820081,1,0.434,0.105088825209809,"6"
"WDR53",1.01536650104693e-05,0.33904311906086,0.722,0.204,0.106593175279907,"6"
"IMPDH2",1.04881677088108e-05,0.466066343906322,1,0.56,0.110104784607096,"6"
"MRTO4",1.05588322322031e-05,0.402473772473678,0.833,0.3,0.110846620773668,"6"
"SCO1",1.05971162986028e-05,0.325007712649335,0.611,0.168,0.111248526902732,"6"
"C9orf152",1.069243607051e-05,0.368863242803806,0.556,0.148,0.112249193868214,"6"
"ND3",1.06990538750413e-05,-0.285720632731806,1,0.997,0.112318667580184,"6"
"EGR1",1.0798439607082e-05,-0.784459014560509,0.389,0.824,0.113362018995147,"6"
"ND4L",1.08095182853686e-05,-0.280488566390335,1,0.994,0.1134783229598,"6"
"FAM174A",1.08249101657602e-05,0.355531546223471,0.667,0.188,0.113639906920151,"6"
"KRI1",1.08757381193189e-05,0.382218577340122,0.778,0.252,0.11417349877661,"6"
"RAB32",1.10831558542044e-05,0.330080396103371,0.611,0.174,0.116350970157438,"6"
"PPIC",1.12189626886365e-05,0.415081971650304,0.889,0.325,0.117776670305306,"6"
"RABGGTA",1.12597036434824e-05,0.352910552817177,0.722,0.218,0.118204368849278,"6"
"IQGAP1",1.13445267545507e-05,-0.416665621193578,0.944,0.933,0.119094841869273,"6"
"GNG12",1.18227919894157e-05,0.417769644496834,0.833,0.297,0.124115670304886,"6"
"BSPRY",1.18862390110964e-05,0.346485702108739,0.667,0.21,0.12478173713849,"6"
"FDX1",1.2030446093471e-05,0.321065846478172,0.778,0.249,0.126295623089258,"6"
"DBR1",1.23030696209525e-05,0.357170755239512,0.833,0.291,0.129157624880759,"6"
"OGDH",1.24560970918701e-05,0.343633132257509,0.833,0.291,0.130764107270453,"6"
"POU2F3",1.26150926114814e-05,0.292746001832297,0.611,0.154,0.132433242235332,"6"
"CLDN3",1.26228456318479e-05,0.316770282861725,0.889,0.328,0.132514633443139,"6"
"TEX264",1.27369744751097e-05,0.38760073225995,0.944,0.35,0.133712758039702,"6"
"LAMB2",1.27421371346332e-05,0.400253849439331,0.944,0.319,0.133766955639379,"6"
"SLC25A11",1.28855313450867e-05,0.387493748491806,0.833,0.297,0.13527230806072,"6"
"ACO2",1.28913329409563e-05,0.410582912371623,1,0.445,0.135333213214159,"6"
"LAPTM4A",1.30387620014596e-05,-0.270228079416093,1,0.908,0.136880923491323,"6"
"MBP",1.30749613248675e-05,0.279709061976975,0.778,0.244,0.137260943988459,"6"
"THEM4",1.38303377488851e-05,0.308861222651388,0.667,0.196,0.145190885687796,"6"
"CXADR",1.38725643199515e-05,0.498307782926674,0.944,0.364,0.145634180230851,"6"
"SH3BGRL",1.42337647842963e-05,-0.844155618912023,0.222,0.714,0.149426062705542,"6"
"RMRP",1.44009589072854e-05,0.357498373998643,0.722,0.202,0.151181266608682,"6"
"ATP8",1.45307873915882e-05,-0.29274650225521,0.944,1,0.152544206036893,"6"
"TOM1L2",1.45646000179225e-05,0.346818876179697,0.611,0.185,0.15289917098815,"6"
"CYB5D2",1.48841222127713e-05,0.326928845528575,0.611,0.174,0.156253514989673,"6"
"TSEN2",1.49735206655695e-05,0.41206938633226,0.611,0.179,0.157192019947149,"6"
"TMCO3",1.54034622695103e-05,0.4012716013853,1,0.49,0.161705546905319,"6"
"RMDN1",1.57123506233945e-05,0.430424430643948,1,0.543,0.164948256844395,"6"
"PPM1K",1.57204837275615e-05,0.354384931615323,0.889,0.319,0.165033638171941,"6"
"CD164",1.58572270748893e-05,-0.263139059123586,1,0.924,0.166469169832187,"6"
"CYREN",1.58911167763318e-05,0.461530486095732,0.611,0.196,0.166824943917931,"6"
"CAPG",1.62031949894172e-05,-1.00979864540782,0.056,0.625,0.170101140998902,"6"
"TPM3",1.6391476572449e-05,-0.287093064331777,1,0.955,0.17207772105757,"6"
"ELOVL1",1.65640527419575e-05,0.403716808256403,0.944,0.359,0.17388942568507,"6"
"TATDN1",1.67545008907034e-05,0.417355134619685,1,0.686,0.175888750350605,"6"
"MT1E",1.70792186407391e-05,0.518859842510814,0.944,0.395,0.179297637290479,"6"
"CD37",1.71226696464143e-05,-0.937448925978987,0,0.571,0.179753785948057,"6"
"ZBED5-AS1",1.71610273563589e-05,0.443928997522992,0.944,0.331,0.180156465187056,"6"
"NME1-NME2",1.75036225366179e-05,0.376456749700754,0.667,0.202,0.183753029389415,"6"
"FAXC",1.75683804338575e-05,0.253407069385137,0.5,0.118,0.184432857794636,"6"
"STAP2",1.76991310071994e-05,0.371000020833686,0.889,0.319,0.185805477313579,"6"
"DAG1",1.77781361841738e-05,0.300156464948884,0.833,0.303,0.186634873661457,"6"
"SCAP",1.79707298538914e-05,0.321317862390497,0.778,0.261,0.188656722006151,"6"
"CMSS1",1.80880531042525e-05,0.416305624176029,1,0.473,0.189888381488443,"6"
"MXI1",1.81808866978014e-05,0.42573059903018,1,0.417,0.190862948553519,"6"
"TRIM16",1.82001502921932e-05,0.349392353726953,0.833,0.272,0.191065177767444,"6"
"EMP1",1.84952346515086e-05,-1.01007587551496,0,0.569,0.194162973371537,"6"
"POLK",1.85975931197533e-05,0.355229105517605,0.889,0.314,0.195237532571171,"6"
"SNHG19",1.89318939795733e-05,0.408016651042133,0.722,0.224,0.19874702299756,"6"
"COQ5",1.90072263379869e-05,0.417354459102792,0.667,0.202,0.199537862096187,"6"
